timestamp,Speed,Location_x,Location_y,Location_z,Steer,Throttle,Brake,Collision_Time
1768802572.176825,0,99.99996185302734,12.997519493103027,-0.4983679950237274,0.001997646113369884,0.0,0.0,
1768802572.193622,0,99.99996185302734,12.997519493103027,-0.4983679950237274,0.001997646113369884,0.0,0.0,
1768802572.2111285,0,99.99996185302734,12.997519493103027,-0.4983679950237274,0.001997646113369884,0.0,0.0,
1768802572.234656,0,99.99996185302734,12.997519493103027,-0.4983679950237274,0.0019971024694542846,0.0,0.0,
1768802572.2516997,0,99.99996185302734,12.997519493103027,-0.49851998686790466,0.001999287302572734,0.0,0.0,
1768802572.2692077,0,99.99996185302734,12.997519493103027,-0.49851998686790466,0.001999287302572734,0.0,0.0,
1768802572.2862217,0,99.99994659423828,12.997520446777344,-0.49853599071502686,0.0019996360552829258,0.0,0.0,
1768802572.3062322,0,99.99994659423828,12.997520446777344,-0.49853599071502686,0.0019977897174237123,0.0,0.0,
1768802572.3222427,0,99.99994659423828,12.997520446777344,-0.49853599071502686,0.0019977897174237123,0.0,0.0,
1768802572.3549316,0,99.99993896484375,12.99752140045166,-0.4985116422176361,0.002001790116175639,0.0,0.0,
1768802572.3725045,0,99.99993896484375,12.997516632080078,-0.49847522377967834,0.0020010515810055082,0.0,0.0,
1768802572.3900096,0,99.99993896484375,12.997516632080078,-0.49847522377967834,0.0020010720958712476,0.0,0.0,
1768802572.408845,0,99.99993133544922,12.997514724731445,-0.4984923303127289,0.0020010720958712476,0.0,0.0,
1768802572.4263022,0,99.99993133544922,12.997514724731445,-0.4984923303127289,0.002000846432348419,0.0,0.0,
1768802572.4436555,0,99.99993133544922,12.997511863708496,-0.49847304821014404,0.002000846432348419,0.0,0.0,
1768802572.4676638,0,99.99993133544922,12.997511863708496,-0.49847304821014404,0.0020007951451842345,0.0,0.0,
1768802572.4836745,0,99.99991607666016,12.99751091003418,-0.49844297766685486,0.0019984051633717788,0.0,0.0,
1768802572.5022068,0,99.99991607666016,12.99751091003418,-0.49844297766685486,0.0019984051633717788,0.0,0.0,
1768802572.512713,0,99.99991607666016,12.99750804901123,-0.49841925501823425,0.0020061084955789133,0.0,0.0,
1768802572.5436378,0,99.99991607666016,12.99750804901123,-0.49841925501823425,0.002005000692763059,0.0,0.0,
1768802572.561145,0,99.99991607666016,12.997507095336914,-0.4984000027179718,0.002005000692763059,0.0,0.0,
1768802572.581175,0,99.99991607666016,12.997507095336914,-0.4984000027179718,0.0020060161786769706,0.0,0.0,
