timestamp,Speed,Location_x,Location_y,Location_z,Steer,Throttle,Brake,Collision_Time
1768801447.5468364,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.00016655799527166902,0.0,0.0,
1768801447.5638585,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.00016655799527166902,0.0,0.0,
1768801447.5808728,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.00017269185951618603,0.0,0.0,
1768801447.5983853,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.00017240465516934214,0.0,0.0,
1768801447.6144042,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.00017240465516934214,0.0,0.0,
1768801447.632421,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.0001758305927414378,0.0,0.0,
1768801447.6489384,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.0001771127550099382,0.0,0.0,
1768801447.6679535,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.0001790718989599295,0.0,0.0,
1768801447.6849678,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.0001784256891748776,0.0,0.0,
1768801447.7019868,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.0001784256891748776,0.0,0.0,
1768801447.7195005,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.00017725635718412983,0.0,0.0,
1768801447.7365146,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.00017725635718412983,0.0,0.0,
1768801447.753551,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.0001765896328041583,0.0,0.0,
1768801447.7705567,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.00017739995935834565,0.0,0.0,
1768801447.788073,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.00017952322007994142,0.0,0.0,
1768801447.8050947,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.00017629217115787708,0.0,0.0,
1768801447.8211079,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.0001800053130947667,0.0,0.0,
1768801447.8411272,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.0001800053130947667,0.0,0.0,
1768801447.8586469,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.0001800053130947667,0.0,0.0,
1768801447.885172,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.00018148236403553098,0.0,0.0,
1768801447.9021847,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.00018459032539863053,0.0,0.0,
1768801447.9196918,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.00018271323982149994,0.0,0.0,
1768801447.930709,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.0001841390042758693,0.0,0.0,
1768801447.963247,0,100.00005340576172,12.997194290161133,-0.4985303282737732,0.0001841390042758693,0.0,0.0,
