subject_id,mean_speed,max_speed,mean_abs_steer,mean_throttle,mean_brake,feedback_events,feedback_duration_sec,feedback_ratio,pupil_mean_mm,pupil_std_mm
S01,42.14024458757386,77.58333333333333,0.006230050892600841,0.17028827442236508,0.0008729204664787416,0.5,3.7492690682411194,0.04008886649238965,3.8999469686706636,0.22391639885973966
S02,46.576056412842235,86.41666666666667,0.007964624504133792,0.13768911620420268,0.0008283959802375916,0.5833333333333334,4.16929966211319,0.042885831679368845,4.417003022243224,0.2684400929157353
S03,43.3408690141332,99.28571428571429,0.011713677621297828,0.13211716813958124,0.0005037242386271357,0.8571428571428571,5.356158648218427,0.05377848069480283,4.719134629239789,0.32171401324038157
S04,45.57509745686446,81.25,0.009032377136270192,0.14488642686611541,0.0905421928108256,0.75,6.251516719659169,0.053892955127587676,4.072240916680657,0.26783796984320174
