timestamp,PupilDiameter
1768805567.1422207,0.0041446207994098
1768805567.1422207,0.0041470655598499
1768805567.1422207,0.004150127920836
1768805567.1422207,0.0041482878534773
1768805567.1422207,0.0041408386870821
1768805568.067108,0.0046591949611187
1768805568.5728507,0.0048117068846729
1768805568.5853806,0.0048029926633298
1768805568.6039844,0.004808872068741
1768805568.6321256,0.0048162561482431
1768805568.6341462,0.0048116029003577
1768805568.651538,0.004813742734033
1768805568.668135,0.0048064594457909
1768805568.6978624,0.0048011188347295
1768805568.8818495,0.0049741185338076
1768805568.9122112,0.0049589193274247
1768805568.9173872,0.004960038098483
1768805568.9341571,0.0049407604441355
1768805568.957823,0.0049389485435406
1768805568.9728434,0.0049402641421526
1768805568.9822123,0.0049396460001045
1768805569.008488,0.0049384241727038
1768805569.6228695,0.0047400155972935
1768805569.631872,0.0047400998359545
1768805569.6644342,0.0047454538239455
1768805569.6694343,0.0047041500116632
1768805569.6865883,0.0046872907415518
1768805569.703102,0.0046533406736071
1768805569.7227595,0.0046114984750331
1768805569.7356808,0.004585082167747
1768805569.756487,0.0045569362433001
1768805569.8368416,0.0045561100145192
1768805569.8368416,0.004566049245558
1768805569.8368416,0.0045687793316654
1768805569.8368416,0.0045741633920205
1768805569.8368416,0.0045402230627603
1768805569.861249,0.0045693661597921
1768805569.8713322,0.004584263215637
1768805569.8865345,0.0045822662322606
1768805569.9070978,0.0046136123094552
1768805569.9192145,0.0046366842829395
1768805570.187132,0.0054728747476802
1768805570.1881323,0.0054495153912276
1768805570.1981645,0.0054402733219378
1768805570.213742,0.0054235372750252
1768805570.2316377,0.0053869187901218
1768805570.245751,0.0053685344390245
1768805570.2709086,0.0053351697844791
1768805570.2851603,0.0053233654594953
1768805570.297212,0.0053346390095155
1768805570.3178222,0.0053341375220911
1768805570.3397756,0.0053474526500095
1768805570.3458643,0.0053564403641305
1768805570.37575,0.0053705760016499
1768805570.382749,0.0054102973120809
1768805570.397287,0.0054372361827188
1768805570.4166985,0.0054363969072725
1768805570.439715,0.0054474482996189
1768805570.4492304,0.0054542337505877
1768805570.4690094,0.005476632316048
1768805570.507227,0.0055166834213692
1768805570.6887643,0.0057187749013058
1768805570.7068026,0.0057351092580242
1768805570.7168863,0.0057383895442268
1768805571.4209187,0.0048720833643469
1768805571.4384787,0.0048644653905809
1768805571.4519928,0.0048698335420208
1768805571.4711137,0.0048696425729449
1768805571.491429,0.004876050193158
1768805571.5019414,0.0048873010836725
1768805571.5129807,0.0048963488995276
1768805571.5330138,0.0049007177336551
1768805571.5511336,0.0049175930809753
1768805571.5670278,0.0049330621029824
1768805571.589136,0.0049492146600106
1768805571.6069329,0.0049668464585395
1768805571.6150331,0.0049731745934606
1768805571.8387885,0.0051236525220051
1768805571.8508608,0.0051215661198854
1768805571.8808937,0.0051045288202588
1768805571.8890405,0.0050963860112079
1768805571.9096303,0.0050930237429689
1768805571.9191551,0.0050789126859578
1768805571.9383135,0.0050768317459973
1768805571.950822,0.0050670181841086
1768805571.9669535,0.005061022348212
1768805571.991157,0.0050484242230112
1768805571.9996593,0.005054351250476
1768805572.017184,0.0050490556741173
1768805572.0314565,0.0050499704344889
